Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Compatible,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
unknown,MERINDA 18,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,188,30.5,9.1,2.4,,2016,MAVERICK OFFSHORE SERVICES PTE LTD
SB,MERIT,2178,YANMAR,6AY,Up to B100. Without modification,Compatible with B100,unknown,485, ,Inboard,Diesel,662,43.1,12,4.7,789,2012,SINO TANKERS PTE LTD
SC,MERLIMAU TRANSPORTER II,P:99407603,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,300, ,Inboard,Diesel,443,52.8,14,2.5,,1993,TIAN SAN SHIPPING PTE LTD
unknown,MERLION 20,2037,NINGBO,unknown,unknown,No Data Available,Not Conclusive,441,Motor,Inboard,Diesel,1602,63.3,12.8,6.5,1974,2009,SINGFAR RESOURCES PTE LTD
unknown,MERLION 21,6300ZC1B,NINGBO,unknown,unknown,No Data Available,Not Conclusive,441,Motor,Inboard,Diesel,1602,63.3,12.8,6.5,1991,2009,SINGFAR SHIPPING &AMP; TRADING P L
unknown,MERLION 23,1,NINGBO,N8170ZLC1,unknown,No Data Available,Not Conclusive,441,Motor,Inboard,Diesel,1602,63.3,12.8,6.5,1993,2010,SINGFAR SHIPPING &AMP; TRADING P L
unknown,MERLION 25,2111K01344,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,540, ,Inboard,Diesel,1589,63.3,12.8,6.5,2131,2011,SINGFAR TANKER PTE LTD
unknown,MERLION 27,2112L00095,WEI CHAI,CW,Up to B30,Compatible with B30,unknown,540, ,Inboard,Diesel,1589,63.3,12.8,6.5,2000,2012,SINGFAR TANKER PTE LTD
unknown,MERLION 28,2112L00961,WEI CHAI,CW6200ZC-5,Up to B30,Compatible with B30,unknown,540, ,Inboard,Diesel,1589,63.3,12.8,6.5,2000,2012,SINGFAR TANKER PTE LTD
unknown,MERLION 30,2,WEI CHAI,2XWP12C350,Up to B30,Compatible with B30,unknown,258,Motor,Inboard,Diesel,399,36.8,10,4,473,2014,SINGFAR RESOURCES PTE LTD
unknown,MERLION 31,1413C014689,WEI CHAI,2XWP12C350,Up to B30,Compatible with B30,unknown,258,Motor,Inboard,Diesel,399,36.8,10,4,500,2014,SINGFAR RESOURCES PTE LTD
unknown,MERLION 32,1413S048254,WEI CHAI,HEAVY MACHI,Up to B30,Compatible with B30,unknown,258,Motor,Inboard,Diesel,397,36.6,10,4,507,2013,SINGFAR SHIPPING &AMP; TRADING P L
unknown,MERLION 36,1,WEI CHAI,WP 12C350,Up to B30,Compatible with B30,unknown,258,Motor,Inboard,Diesel,397,36.6,10,4,503,2014,SINGFAR RESOURCES PTE LTD
unknown,MERLION 8,P:367,NINGBO,unknown,unknown,No Data Available,Not Conclusive,1103, ,Inboard,Diesel,3587,88.4,17,7.5,4943,2002,SINGFAR MARINA PTE LTD
unknown,MERLION BRAVO 102,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,826,48.3,12.8,4.6,,2016,KIM HOCK BEE MARINE PTE LTD
unknown,MERLION CHARLIE 151,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1132,61.1,13.7,4.7,,2016,KIM HOCK BEE MARINE PTE LTD
SR,MET 1,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2004,CHG MARINE SERVICES PTE LTD
SP,MILLENNIUM,P:0053A301,MAN,unknown,Up to B30,Compatible with B30,unknown,735, ,Inboard,Diesel,117,21.7,6.4,2.4,,1997,TIAN SAN SHIPPING PTE LTD
unknown,MIMOSA,1323,YANMAR,6EY26W,Up to B100. Without modification,Compatible with B100,unknown,1330,Motor,Inboard,Diesel,5972,108.6,19,10,7999,2015,MIMOSA SHIPPING PTE LTD
SC,ML 1,915713,ISUZU,unknown,unknown,No Data Available,Not Conclusive,380, ,Inboard,Diesel,21,14.9,3.3,1.5,,1999,LEE CHEA HUA
SC,ML 92,101513,ISUZU,unknown,unknown,No Data Available,Not Conclusive,260, ,Inboard,Diesel,19,14.6,3.3,1.4,,1993,NG BOON HENG
SR,MMS 001,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1469,67.3,19.6,4.3,,2008,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
SC,MMS 002,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1822,67.9,21.4,4.9,4700,2012,MILLENNIUM MARINE &AMP; SHIPPING P L
SC,MMS 003,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1822,67.9,21.4,4.9,4750,2012,MILLENNIUM MARINE &AMP; SHIPPING P L
SC,MMS 005,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1830,70.3,21.4,4.9,,2012,MILLENNIUM MARINE &AMP; SHIPPING P L
SC,MMS 008,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1828,70.3,21.4,4.9,,2013,MILLENNIUM MARINE &AMP; SHIPPING P L
SR,MOLA SAIF,31120958,CUMMINS,KTA19M STBD,Up to B20,Compatible with B20,unknown,500,Motor,Inboard,Diesel,198,26.3,7.6,3.5,,1995,MOLA SUBSEA SERVICES PTE LTD
SC,MONTENGO BAY 2502,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1706,73,21,4,,2011,KIM HOCK BEE MARINE PTE LTD
SP,MPA 1,6.41E+13,MAN,D2868 LE 443,Up to B30,Compatible with B30,unknown,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 2,6.41E+13,MAN,D2868 LE 443,Up to B30,Compatible with B30,unknown,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 3,6.41E+13,MAN,D2868 LE 443,Up to B30,Compatible with B30,unknown,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 4,6.41E+13,MAN,D2868 LE 443,Up to B30,Compatible with B30,unknown,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 5,6.41E+13,MAN,D2868 LE 443,Up to B30,Compatible with B30,unknown,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2019,LITA OCEAN PTE LTD
SP,MPA 6,6.41E+13,MAN,D2868 LE 443,Up to B30,Compatible with B30,unknown,662,Motor,Inboard,Diesel,32,14.9,5.1,2.2,,2020,LITA OCEAN PTE LTD
SP,MPA 7,7189261,SCANIA,d113 078m,unknown,No Data Available,Not Conclusive,331,Motor,Inboard,Diesel,31,14.1,4.4,2.4,,2019,LITA OCEAN PTE LTD
SP,MPA 8,7189193,SCANIA,DL13 078M,unknown,No Data Available,Not Conclusive,331,Motor,Inboard,Diesel,31,14.1,4.4,2.4,,2019,LITA OCEAN PTE LTD
unknown,MPA GUARDIAN,16V20000M96,MTU,16V20000M96,Four types up to B100. The rest up to B20/B30,Conditionally Compatible with B100,unknown,1790,Motor,Inboard,Diesel,322,32,10,4.3,,2021,MPA/MESD
SR,MRS B,7BL02452,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,195, ,Inboard,Diesel,41,17.2,5.2,1.6,,2001,UNDERWATER SHIPCARE PTE LTD
SR,MS LOTUS,P:32123261,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,142, ,Inboard,Diesel,57,17.8,4.5,2.5,,1983,EXPERTISE TECHNOLOGIES PTE LTD
unknown,MSF 01,1515H005840,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,,264,Motor,Inboard,26,13.5,3.8,1.8,,2014,MARINA SOUTH FERRIES PTE LTD
SP,MSF HAPPY,3119F046965,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,368,Motor,Inboard,Diesel,76,17.5,5.6,2.2,,2018,MARINA SOUTH FERRIES PTE LTD
SP,MSF NATSU,3116J011475,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,368,Motor,Inboard,Diesel,76,17.5,5.6,2.2,,2017,MARINA SOUTH FERRIES PTE LTD
SR,MT 20,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,803,49.8,12.4,4.7,,2002,ANTARA KOH PTE LTD
unknown,MT MOHAWK,unknown,VOLVO PENTA,D7C-B TA,Up to B30,Compatible with B30,unknown,1338,Motor,Inboard,Diesel,53,13.9,5.3,2.7,,2014,PROSPER TUG AND BARGE PTE LTD
SR,MTC 6,10004F-340078,SUZUKI,DF100B,unknown,No Data Available,Not Conclusive,100, ,Outboard,Petrol,12,10.9,3.2,1.2,,2008,MARINA TECHNOLOGY & CONSTRUCTION PTE
unknown,MTC ONE,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,162,19.5,12.2,2.4,,2008,MARINA TECHNOLOGY & CONSTRUCTION PTE
SR,MTC TIGA,10829233,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,329, ,Inboard,Diesel,17,13.7,3,1.4,,1975,MARINA TECHNOLOGY & CONSTRUCTION PTE
SR,MTC TWO,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,410,34.6,14.4,3,,2008,MARINA TECHNOLOGY & CONSTRUCTION PTE
SB,MULAN,41205248,CUMMINS,N855-M,Up to B20,Compatible with B20,unknown,261,Motor,Inboard,Diesel,146,21.5,7.4,3.3,1,2014,VICTORY PTE LTD
SR,MUTIARA 180,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,937,52.7,18.3,3.7,,2013,TIONG WOON MARINE PTE LTD
unknown,MUTIARA 280,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,3374,82.6,27.5,5.5,,2013,TIONG WOON MARINE PTE LTD
SR,MY BOAT,108251/008,MAN,D2848LE,Up to B30,Compatible with B30,unknown,300,Motor,Inboard,Diesel,42,16.3,5.4,1.9,,2018,MY SUNNY MARINE
SR,NAIAD,1023030,YAMAHA,unknown,unknown,No Data Available,Not Conclusive,250,Motor,Outboard,Petrol,3,5.3,1.9,1,,2020,WUMARINE PTE LTD
unknown,NAP 906,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1690,70.2,21.9,4.8,,2022,ENG LEE SHIPPING CO PTE LTD
unknown,NAP 908,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1690,70.2,21.9,4.8,,2022,ENG LEE SHIPPING CO PTE LTD
unknown,NAP 910,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1690,70.3,21.9,4.8,,2021,ENG LEE SHIPPING CO PTE LTD
ST,NASI,23135137,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,186, ,Inboard,Diesel,22,13.6,3.7,1,,1977,KIM LIAN HOE MARINE CO PTE LTD
unknown,NAUTICAL ARCTIC,10798372,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,140, ,Inboard,Diesel,28,13.7,4.4,2,,1984,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL ATLANTIC,41255797,CUMMINS,KTA 19M,Up to B20,Compatible with B20,unknown,186,Motor,Inboard,Diesel,75,21.5,6.4,2.7,,2016,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL BALTIC,41291642,CUMMINS,N855-M,Up to B20,Compatible with B20,unknown,186,Motor,Inboard,Diesel,40,16.6,4.6,2.5,,2019,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL CELTIC,41254511,CUMMINS,NTA855-400,Up to B20,Compatible with B20,unknown,298,Motor,Inboard,Diesel,62,19,5.3,2.6,,2017,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL CORAL,45846827,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,261, ,Inboard,Diesel,33,14,4.7,2.4,,2000,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL EAST,P:23217627,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,194,Motor,Inboard,Diesel,60,17.8,5.5,2.4,,1989,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL ISLAND,41232264,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,298,Motor,Inboard,Diesel,40,16.6,4.6,2.5,,2015,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL NORTH,P:4TB00575,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,0, ,Inboard,Diesel,55,19.8,5.6,2.5,,1995,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL OCEAN,47B00575,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,195,Motor,Inboard,Diesel,64,20.1,6.1,2.4,,2014,NAUTICAL MARINE AND ENGRG PTE LTD
unknown,NAUTICAL PACIFIC,P:12040549,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,360, ,Inboard,Diesel,67,21.9,5.6,2.8,,2003,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL RIVER,4TB04772,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,186,Motor,Inboard,Diesel,40,16.3,4.5,2.4,,2016,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL SOUTH,43201398,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,360, ,Inboard,Diesel,67,21.9,5.6,2.8,,2004,NAUTICAL MARINE AND ENGRG PTE LTD
SC,NAUTICAL WEST,41182562,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,350,Motor,Inboard,Diesel,40,16.6,4.6,2.5,,2011,NAUTICAL MARINE AND ENGRG PTE LTD
SR,NAYEF,254865,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,216,Motor,Inboard,Diesel,40,16.8,4.2,2,,2017,TAN CHEE MENG@DAUD BIN ABDULLAH
SB,NEPAMORA,FME0106,YANMAR,6EY,Up to B100. Without modification,Compatible with B100,unknown,1370, ,Inboard,Diesel,3829,84.1,17.3,9.6,1,2011,GRAND VICTORY SHIPPING PTE LTD
SC,NEPTUNE 6,1516G002606,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,240, ,Inboard,Diesel,33,14.5,4,2,,2012,APOLLO RESOURCE TRADING PTE LTD
SR,NEREUS 1,1223D005297,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,240,Motor,Inboard,Diesel,37,18,4.6,1.9,,2010,NEREUS SUBSEA PTE LTD
unknown,NEREUS 2,1220S006233,WEI CHAI,WD10C326-21,Up to B30,Compatible with B30,unknown,163,Motor,Inboard,Diesel,25,20.3,4.2,1.9,,2004,NEREUS SUBSEA PTE LTD
SR,NEREUS 3,2150313,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,190,Motor,Inboard,Diesel,28,17,4.6,2,,2011,NEREUS SUBSEA PTE LTD
unknown,NEREUS 5,10721558,CUMMINS,NTA 855,Up to B20,Compatible with B20,unknown,168,Motor,Inboard,Diesel,40,15.1,4.8,2.4,,2017,NEREUS SUBSEA PTE LTD
unknown,NEREUS 6,101771,NISSAN,unknown,unknown,No Data Available,Not Conclusive,145, ,Inboard,Diesel,23,13.6,3.4,1.7,,1972,NEREUS SUBSEA PTE LTD
unknown,NEREUS GREEN 1,1222D005766,WEI CHAI,WD10C326-21,Up to B30,Compatible with B30,unknown,240,Motor,Inboard,Diesel,32,14.2,4.4,2.1,,2023,NEREUS SUBSEA PTE LTD
SR,NEW BOAT,52241053,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,250, ,Inboard,Diesel,21,13.7,3.6,1.5,,1992,UNITED SURVEYORS PTE LTD
SB,NEW NAVIGATOR 2,8167,MAN,unknown,Up to B30,Compatible with B30,unknown,1960, ,Inboard,Diesel,2990,93.4,15.2,7.6,4700,2008,RISE HARVEST ENTERPRISE PTE LTD
SB,NEW NAVIGATOR 3,20086090,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,2207, ,Inboard,Diesel,2990,93.4,15.2,7.6,4711,2007,WIN HARVEST ENTERPRISE PTE LTD
SB,NGOS ONE,FVF1168,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,745, ,Inboard,Diesel,522,49.8,9,4,745,1992,CSP MARINE PTE LTD
SR,NO 3 SUEZ,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,4516,88.1,19.4,5.5,,1993,DIKA SHIPPING PTE LTD
unknown,NOAH DORIS,1422K047511,WEI CHAI,Wp12c450-21,Up to B30,Compatible with B30,unknown,330,Motor,Inboard,Diesel,18,14.5,4,1.1,24,2022,NOAH MARINE &AMP; OFFSHORE PTE LTD
unknown,NOAH KING,41336845,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,298,Motor,Inboard,Diesel,46,18.7,5,2.3,,2022,NOAH MARINE &AMP; OFFSHORE PTE LTD
unknown,NOAH QUEEN,41336846,CUMMINS,NT A855-M,Up to B20,Compatible with B20,unknown,298,Motor,Inboard,Diesel,46,20,5,2.3,,2022,NOAH MARINE &AMP; OFFSHORE PTE LTD
ST,NOBLE ACE,P:24143,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE ATLAS,P: 24148,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE JADE,P:14142,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE JEWEL,P:24152,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE KNIGHT,P:23623,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1323, ,Inboard,Diesel,246,26.4,9,4.7,,2004,PSA MARINE PTE LTD
ST,NOBLE ORION,24153,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2007,PSA MARINE PTE LTD
ST,NOBLE PEARL,24145,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
ST,NOBLE PRIDE,P:24314,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,956, ,Inboard,Diesel,228,24,8.4,4.3,,2007,PSA MARINE PTE LTD
ST,NOBLE PRINCE,P:23621,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1323, ,Inboard,Diesel,246,26.4,9,4.7,,2004,PSA MARINE PTE LTD
ST,NOBLE RELIANCE,24320,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,956, ,Inboard,Diesel,228,24,8.4,4.3,,2007,PSA MARINE PTE LTD
ST,NOBLE VALOUR,24316,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1912, ,Inboard,Diesel,228,24,8.4,4.3,,2007,PSA MARINE PTE LTD
ST,NOBLE VEGA,P:24150,NIIGATA,unknown,unknown,No Data Available,Not Conclusive,1471, ,Inboard,Diesel,297,28.1,9.8,4.8,,2006,PSA MARINE PTE LTD
SB,NOC 7,P-41184173,CUMMINS,K19,Up to B20,Compatible with B20,unknown,373, ,Inboard,Diesel,498,42.2,10.2,4.3,799,2013,NOC 7 PTE LTD
SB,NOC 8,87377897,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,395, ,Inboard,Diesel,498,42.2,10.2,4.3,795,2013,NOC 8 PTE. LTD.
SB,NOC 9,D200613001,DAIHATSU,unknown,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,882,Motor,Inboard,Diesel,2009,67.1,15,6,2500,2013,NSL OILCHEM MARINE PTE LTD
SR,NUSA 100 A,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,120,29.3,9.2,1.9,,2010,KEPPEL SHIPYARD LIMITED
SR,NUSA 100 B,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,120,29.3,9.2,1.9,,2007,ALPINE ENGINEERING SERVICES PTE LTD
SR,NUSA 120 A,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,258,35.2,12.2,2.5,,2007,ALPINE ENGINEERING SERVICES PTE LTD
ST,NUSA 7,3576567,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,261,Motor,Inboard,Diesel,41,13.2,4.6,2.3,,2010,ALPINE ENGINEERING SERVICES PTE LTD
SR,NWCMPL 65,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,566,43.9,15.2,3,,1996,NEW WEST COAST MARINE PTE LTD
unknown,NWCMPL 77,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,212,35.2,12.2,2.1,,2019,NEW WEST COAST MARINE PTE LTD
SR,NWCMPL NO 74,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,145,29.3,9.2,1.9,,2009,NEW WEST COAST MARINE PTE LTD
SR,OCEAN 88,37143019,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,373, ,Inboard,Diesel,52,16.7,4.6,2.4,,2006,OCEANTEAM UNDERWATER SERVICES PTE LTD
SR,OCEAN 99,234235728P,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,383, ,Inboard,Diesel,56,17,5,2.3,,1993,OCEANTEAM UNDERWATER SERVICES PTE LTD
SR,OCEAN COMMANDER,241010,SUZUKI,unknown,unknown,No Data Available,Not Conclusive,186, ,Outboard,Petrol,5,9,3,0.6,,2010,CHANGI AIRPORT GROUP (S) PTE LTD
unknown,OCEANIC 5,41326073,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,194,Motor,Inboard,Diesel,117,18.5,7,3.2,,2022,OCEANIC UNDERWATER SERVICES PTE LTD
SR,OCEANIC 6,41326074,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,194,Motor,Inboard,Diesel,117,18.5,7,3.2,,,OCEANIC UNDERWATER SERVICES PTE LTD
SR,OCEANIC 7,A12239,HINO,unknown,unknown,No Data Available,Not Conclusive,169, ,Inboard,Diesel,48,18,4.9,1.9,,2012,OCEANIC UNDERWATER SERVICES PTE LTD
SR,OCEANLINK 122,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,291,35.1,12.2,2.4,,2007,OUNG MARINE SERVICES (S) PTE LTD
unknown,ODETTE EXCELLENCE,41326929 &amp; 41326,CUMMINS,K19-DM,Up to B20,Compatible with B20,unknown,358,Motor,Inboard,Diesel,1993,72.3,13.4,6.7,2900,2021,OPULENT MARITIME PTE LTD
SR,OFFSHORE CRANE NO 2,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1260,52.7,21.4,4.3,,2008,KIM HENG MARINE &AMP; OILFIELD P L
SR,OGI GO,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1527,52,20,3.7,,1991,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
SB,OIGAWA,FHR0596,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,1324, ,Inboard,Diesel,4726,96.1,17.5,9.5,7340,2007,GEA-OSCAR PTE LTD
SR,ONE EFFORT,140407,SUZUKI,unknown,unknown,No Data Available,Not Conclusive,186,Motor,Outboard,Petrol,6,7,2.7,1.1,,1999,THOUSAND EFFORT
SC,OPL 108,41160580,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,183, ,Inboard,Diesel,73,17.2,6.5,2.7,,2011,OPL SERVICES PTE LTD
SC,OPL 116,41192199,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,319, ,Inboard,Diesel,74,20.7,5,3,,2013,OPL SERVICES PTE LTD
SC,OPL 168,41160582,CUMMINS,NT,Up to B20,Compatible with B20,unknown,201, ,Inboard,Diesel,73,17.2,6.5,2.7,,2011,OPL SERVICES PTE LTD
SR,OPL 22,41228081,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,350,Motor,Inboard,Diesel,76,24,5.5,2.8,,2016,OPL SERVICES PTE LTD
SC,OPL 3,660180,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,224, ,Inboard,Diesel,47,16.8,4.6,2.2,,1996,OPL SERVICES PTE LTD
SC,OPL 33,41253071,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,350,Motor,Inboard,Diesel,76,22.4,5.5,2.8,,2017,OPL SERVICES PTE LTD
SC,OPL 5,4A285940,DETROIT,unknown,unknown,No Data Available,Not Conclusive,110,Motor,Inboard,Diesel,30,14.1,5.6,2.3,,1991,OPL SERVICES PTE LTD
SC,OPL 55,41227425,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,160,Motor,Inboard,Diesel,76,22.4,5.5,2.8,,2015,OPL SERVICES PTE LTD
SC,OPL 66,41271567,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,350,Motor,Inboard,Diesel,76,22.4,5.5,2.8,,2018,OPL SERVICES PTE LTD
unknown,OPL 77,41310461,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,175,Motor,Inboard,Diesel,76,22.4,5.5,2.8,,2020,OPL SERVICES PTE LTD
SR,OPL 8,04A0287382,DETROIT,unknown,unknown,No Data Available,Not Conclusive,110, ,Inboard,Diesel,32,14.1,5.9,2.2,,1993,OPL SERVICES PTE LTD
SC,OPL 9,41117358,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,317, ,Inboard,Diesel,45,20.2,4.4,2.3,,2009,OPL SERVICES PTE LTD
SC,OPL 99,41178248,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,298, ,Inboard,Diesel,35,17.2,4.8,2.2,,2012,OPL SERVICES PTE LTD
SR,OPL EXPRESS 1,78573867,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,117,Motor,Inboard,Diesel,35,15,4.8,2.1,,2016,OPL SERVICES PTE LTD
SC,OPL EXPRESS 2,78575236,CUMMINS,6LTAA 8.9,Up to B20,Compatible with B20,unknown,235,Motor,Inboard,Diesel,35,15,4.8,2.1,,2016,OPL SERVICES PTE LTD
SC,OPL EXPRESS 3,78526338,CUMMINS,6LTAA 8.9,Up to B20,Compatible with B20,unknown,235,Motor,Inboard,Diesel,35,15,4.8,2.1,,2018,OPL SERVICES PTE LTD
SR,OPL GIANT,16073065,CUMMINS,KTA-19-M,Up to B20,Compatible with B20,unknown,410,Motor,Inboard,Diesel,141,25.7,6.5,3.6,,2018,OPL SERVICES PTE LTD
SB,ORACLE,AQ6K260034,DAIHATSU,unknown,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1618, ,Inboard,Diesel,5219,105.3,18.6,10,9337,2008,HONG LAM MARINE PTE LTD
unknown,ORCA ONE,C12167,HINO,unknown,unknown,No Data Available,Not Conclusive,195, ,Inboard,Diesel,32,13.6,4.3,1.9,,1992,ORCA DIVE SERVICES PTE LTD
SB,ORCHID,9`201730,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,298,Motor,Inboard,Diesel,116,22.9,6.5,3.2,140,2014,VICTORY PTE LTD
SC,ORCHID 1,41826411,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,143,Motor,Inboard,Diesel,48,18.7,5.6,2.1,,2015,DEMING MARINE SERVICES
ST,ORINOCO DOLPHIN,37300,MITSUBISHI,S6A3T2MPK,Up to B30,Compatible with B30,unknown,445,Motor,Inboard,Diesel,186,22.3,8,3.5,,2015,KIM HOCK BEE MARINE PTE LTD
SR,ORION 1202,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2004,ORION TOWAGE PTE LTD
